Thalassaemias,2019,Angola,0
Sickle cell disorders and trait,2019,Angola,1
Other haemoglobinopathies and haemolytic anaemias,2019,Angola,1.2
"Other endocrine, blood and immune disorders",2019,Angola,2.1
Alcohol use disorders,2019,Angola,1.6
Drug use disorders,2019,Angola,1.1
Eating disorders,2019,Angola,0
Alzheimer disease and other dementias,2019,Angola,20.1
Parkinson disease,2019,Angola,4
Epilepsy,2019,Angola,2.5
Multiple sclerosis,2019,Angola,0.1
Other neurological conditions,2019,Angola,0.9
Rheumatic heart disease,2019,Angola,3.3
Hypertensive heart disease,2019,Angola,41.4
Ischaemic heart disease,2019,Angola,107.9
Stroke,2019,Angola,112.3
"Cardiomyopathy, myocarditis, endocarditis",2019,Angola,9.8
Other circulatory diseases,2019,Angola,17.1
Chronic obstructive pulmonary disease,2019,Angola,28.3
Asthma,2019,Angola,13.9
Other respiratory diseases,2019,Angola,1.8
Peptic ulcer disease,2019,Angola,5.9
Cirrhosis of the liver,2019,Angola,46.6
Appendicitis,2019,Angola,0.9
Gastritis and duodenitis,2019,Angola,2.1
Paralytic ileus and intestinal obstruction,2019,Angola,6.6
Inflammatory bowel disease,2019,Angola,0.6
Gallbladder and biliary diseases,2019,Angola,4
Pancreatitis,2019,Angola,1.5
Other digestive diseases,2019,Angola,7.5
Kidney diseases,2019,Angola,24.1
Urolithiasis,2019,Angola,0.1
Other urinary diseases,2019,Angola,6.1
Gynecological diseases,2019,Angola,0.2
Rheumatoid arthritis,2019,Angola,0.6
Other musculoskeletal disorders,2019,Angola,0.8
Neural tube defects,2019,Angola,2.4
Cleft lip and cleft palate,2019,Angola,0
Down syndrome,2019,Angola,0.5
Congenital heart anomalies,2019,Angola,2.7
Other chromosomal anomalies,2019,Angola,0.5
Other congenital anomalies,2019,Angola,3.9
Road injury,2019,Angola,30.1
Poisonings,2019,Angola,2.7
Falls,2019,Angola,8.6
"Fire, heat and hot substances",2019,Angola,3.3
Drowning,2019,Angola,3.6
Exposure to mechanical forces,2019,Angola,2.5
Natural disasters,2019,Angola,0.1
Other unintentional injuries,2019,Angola,11.1
Self-harm,2019,Angola,12.6
Interpersonal violence,2019,Angola,11.7
Collective violence and legal intervention,2019,Angola,0.1
Tuberculosis,2019,Antigua.and.Barbuda,1.3
STDs excluding HIV,2019,Antigua.and.Barbuda,0.1
HIV/AIDS,2019,Antigua.and.Barbuda,3.3
Diarrhoeal diseases,2019,Antigua.and.Barbuda,0.9
Childhood-cluster diseases,2019,Antigua.and.Barbuda,0
Meningitis,2019,Antigua.and.Barbuda,0.7
Encephalitis,2019,Antigua.and.Barbuda,0
Hepatitis,2019,Antigua.and.Barbuda,1.2
Parasitic and vector diseases,2019,Antigua.and.Barbuda,2.9
Intestinal nematode infections,2019,Antigua.and.Barbuda,0
Leprosy,2019,Antigua.and.Barbuda,0
Other infectious diseases,2019,Antigua.and.Barbuda,15
Lower respiratory infections,2019,Antigua.and.Barbuda,60.5
Upper respiratory infections,2019,Antigua.and.Barbuda,0
Otitis media,2019,Antigua.and.Barbuda,0
Preterm birth complications,2019,Antigua.and.Barbuda,3.9
Birth asphyxia and birth trauma,2019,Antigua.and.Barbuda,0.7
Neonatal sepsis and infections,2019,Antigua.and.Barbuda,0.8
Other neonatal conditions,2019,Antigua.and.Barbuda,0.7
Protein-energy malnutrition,2019,Antigua.and.Barbuda,1.4
Iodine deficiency,2019,Antigua.and.Barbuda,0
Iron-deficiency anaemia,2019,Antigua.and.Barbuda,1
Other nutritional deficiencies,2019,Antigua.and.Barbuda,0.2
Mouth and oropharynx cancers,2019,Antigua.and.Barbuda,2
Oesophagus cancer,2019,Antigua.and.Barbuda,3.6
Stomach cancer,2019,Antigua.and.Barbuda,6.3
Colon and rectum cancers,2019,Antigua.and.Barbuda,15.3
Liver cancer,2019,Antigua.and.Barbuda,3.6
Pancreas cancer,2019,Antigua.and.Barbuda,8
"Trachea, bronchus, lung cancers",2019,Antigua.and.Barbuda,18
Melanoma and other skin cancers,2019,Antigua.and.Barbuda,1.8
Breast cancer,2019,Antigua.and.Barbuda,12.7
Cervix uteri cancer,2019,Antigua.and.Barbuda,5
Corpus uteri cancer,2019,Antigua.and.Barbuda,1.6
Ovary cancer,2019,Antigua.and.Barbuda,2.4
Prostate cancer,2019,Antigua.and.Barbuda,7
Testicular cancer,2019,Antigua.and.Barbuda,0.6
Kidney cancer,2019,Antigua.and.Barbuda,4.3
Bladder cancer,2019,Antigua.and.Barbuda,2.7
Brain and nervous system cancers,2019,Antigua.and.Barbuda,2.9
Gallbladder and biliary tract cancer,2019,Antigua.and.Barbuda,2.7
Larynx cancer,2019,Antigua.and.Barbuda,1.7
Thyroid cancer,2019,Antigua.and.Barbuda,0.5
Mesothelioma,2019,Antigua.and.Barbuda,0.4
"Lymphomas, multiple myeloma",2019,Antigua.and.Barbuda,4.9
Leukaemia,2019,Antigua.and.Barbuda,4.1
Other malignant neoplasms,2019,Antigua.and.Barbuda,5
Thalassaemias,2019,Antigua.and.Barbuda,0.1
Sickle cell disorders and trait,2019,Antigua.and.Barbuda,0
Other haemoglobinopathies and haemolytic anaemias,2019,Antigua.and.Barbuda,1.6
"Other endocrine, blood and immune disorders",2019,Antigua.and.Barbuda,4.7
Bipolar disorder,2019,Antigua.and.Barbuda,0
Schizophrenia,2019,Antigua.and.Barbuda,0.1
Alcohol use disorders,2019,Antigua.and.Barbuda,0.9
Drug use disorders,2019,Antigua.and.Barbuda,1.5
Anxiety disorders,2019,Antigua.and.Barbuda,0
Idiopathic intellectual disability,2019,Antigua.and.Barbuda,0.1
Alzheimer disease and other dementias,2019,Antigua.and.Barbuda,4.9
Parkinson disease,2019,Antigua.and.Barbuda,1.4
Epilepsy,2019,Antigua.and.Barbuda,0.7
Multiple sclerosis,2019,Antigua.and.Barbuda,0.2
Other neurological conditions,2019,Antigua.and.Barbuda,3.9
Rheumatic heart disease,2019,Antigua.and.Barbuda,0.2
Hypertensive heart disease,2019,Antigua.and.Barbuda,8.3
Ischaemic heart disease,2019,Antigua.and.Barbuda,75.1
Stroke,2019,Antigua.and.Barbuda,36.5
"Cardiomyopathy, myocarditis, endocarditis",2019,Antigua.and.Barbuda,9.1
Other circulatory diseases,2019,Antigua.and.Barbuda,24.1
Chronic obstructive pulmonary disease,2019,Antigua.and.Barbuda,35.5
Asthma,2019,Antigua.and.Barbuda,0.7
Other respiratory diseases,2019,Antigua.and.Barbuda,19.3
Peptic ulcer disease,2019,Antigua.and.Barbuda,0.8
Cirrhosis of the liver,2019,Antigua.and.Barbuda,7.8
Appendicitis,2019,Antigua.and.Barbuda,0.1
Gastritis and duodenitis,2019,Antigua.and.Barbuda,0.1
Paralytic ileus and intestinal obstruction,2019,Antigua.and.Barbuda,2.7
Inflammatory bowel disease,2019,Antigua.and.Barbuda,0.1
Gallbladder and biliary diseases,2019,Antigua.and.Barbuda,1.4
Pancreatitis,2019,Antigua.and.Barbuda,1.5
Other digestive diseases,2019,Antigua.and.Barbuda,15.9
Kidney diseases,2019,Antigua.and.Barbuda,21.5
Benign prostatic hyperplasia,2019,Antigua.and.Barbuda,0.1
Urolithiasis,2019,Antigua.and.Barbuda,0
Other urinary diseases,2019,Antigua.and.Barbuda,7.5
Rheumatoid arthritis,2019,Antigua.and.Barbuda,0.4
Osteoarthritis,2019,Antigua.and.Barbuda,0.1
Gout,2019,Antigua.and.Barbuda,0
Back and neck pain,2019,Antigua.and.Barbuda,0
Other musculoskeletal disorders,2019,Antigua.and.Barbuda,1.6
Neural tube defects,2019,Antigua.and.Barbuda,0.5
Cleft lip and cleft palate,2019,Antigua.and.Barbuda,0
Down syndrome,2019,Antigua.and.Barbuda,0.3
Congenital heart anomalies,2019,Antigua.and.Barbuda,1.8
Other chromosomal anomalies,2019,Antigua.and.Barbuda,0.4
Other congenital anomalies,2019,Antigua.and.Barbuda,1.9
Road injury,2019,Antigua.and.Barbuda,13.9
Poisonings,2019,Antigua.and.Barbuda,0.4
Falls,2019,Antigua.and.Barbuda,0.9
"Fire, heat and hot substances",2019,Antigua.and.Barbuda,0.6
Drowning,2019,Antigua.and.Barbuda,0.9
Exposure to mechanical forces,2019,Antigua.and.Barbuda,0.3
Other unintentional injuries,2019,Antigua.and.Barbuda,10.2
Self-harm,2019,Antigua.and.Barbuda,8.1
Interpersonal violence,2019,Antigua.and.Barbuda,6.1
Collective violence and legal intervention,2019,Antigua.and.Barbuda,0
Tuberculosis,2019,Argentina,1.2
STDs excluding HIV,2019,Argentina,0
HIV/AIDS,2019,Argentina,2
Diarrhoeal diseases,2019,Argentina,0.4
Childhood-cluster diseases,2019,Argentina,0
Meningitis,2019,Argentina,0.2
Encephalitis,2019,Argentina,0.2
Hepatitis,2019,Argentina,2
Parasitic and vector diseases,2019,Argentina,0.1
Intestinal nematode infections,2019,Argentina,0
Other infectious diseases,2019,Argentina,1.3
Lower respiratory infections,2019,Argentina,27.5
Upper respiratory infections,2019,Argentina,0.1
Otitis media,2019,Argentina,0.1
Preterm birth complications,2019,Argentina,4.5
Birth asphyxia and birth trauma,2019,Argentina,1.2
Neonatal sepsis and infections,2019,Argentina,0.6
Other neonatal conditions,2019,Argentina,1
Protein-energy malnutrition,2019,Argentina,0
Iodine deficiency,2019,Argentina,0
Vitamin A deficiency,2019,Argentina,0
Iron-deficiency anaemia,2019,Argentina,0.1
Other nutritional deficiencies,2019,Argentina,0.1
Mouth and oropharynx cancers,2019,Argentina,1.5
Oesophagus cancer,2019,Argentina,1.2
Stomach cancer,2019,Argentina,11
Colon and rectum cancers,2019,Argentina,11.4
Liver cancer,2019,Argentina,8.8
Pancreas cancer,2019,Argentina,8.7
"Trachea, bronchus, lung cancers",2019,Argentina,25.2
Melanoma and other skin cancers,2019,Argentina,1.4
Breast cancer,2019,Argentina,11.4
Cervix uteri cancer,2019,Argentina,2.6
Corpus uteri cancer,2019,Argentina,3.1
Ovary cancer,2019,Argentina,2.3
Prostate cancer,2019,Argentina,5.2
Testicular cancer,2019,Argentina,0.2
Kidney cancer,2019,Argentina,3.4
Bladder cancer,2019,Argentina,4.3
Brain and nervous system cancers,2019,Argentina,5.2
Gallbladder and biliary tract cancer,2019,Argentina,1.7
Larynx cancer,2019,Argentina,2.4
Thyroid cancer,2019,Argentina,1
Mesothelioma,2019,Argentina,0.5
"Lymphomas, multiple myeloma",2019,Argentina,2.8
Leukaemia,2019,Argentina,3.8
Other malignant neoplasms,2019,Argentina,7.9
Thalassaemias,2019,Argentina,0.1
Sickle cell disorders and trait,2019,Argentina,0
Other haemoglobinopathies and haemolytic anaemias,2019,Argentina,0.2
"Other endocrine, blood and immune disorders",2019,Argentina,1.2
Schizophrenia,2019,Argentina,0.1
Alcohol use disorders,2019,Argentina,0.1
Drug use disorders,2019,Argentina,1
Idiopathic intellectual disability,2019,Argentina,0
Alzheimer disease and other dementias,2019,Argentina,0.9
Parkinson disease,2019,Argentina,0.3
Epilepsy,2019,Argentina,0.3
Multiple sclerosis,2019,Argentina,0.3
Other neurological conditions,2019,Argentina,2.1
Rheumatic heart disease,2019,Argentina,1.6
Hypertensive heart disease,2019,Argentina,16.8
Ischaemic heart disease,2019,Argentina,201.5
Stroke,2019,Argentina,48.2
"Cardiomyopathy, myocarditis, endocarditis",2019,Argentina,4.1
Other circulatory diseases,2019,Argentina,23.6
Chronic obstructive pulmonary disease,2019,Argentina,18.1
Asthma,2019,Argentina,0.2
Other respiratory diseases,2019,Argentina,2.8
Peptic ulcer disease,2019,Argentina,5.3
Cirrhosis of the liver,2019,Argentina,15
Appendicitis,2019,Argentina,0.1
Gastritis and duodenitis,2019,Argentina,0.5
Paralytic ileus and intestinal obstruction,2019,Argentina,0.9
Inflammatory bowel disease,2019,Argentina,0.3
Gallbladder and biliary diseases,2019,Argentina,1.4
Pancreatitis,2019,Argentina,0.8
Other digestive diseases,2019,Argentina,9.2
Kidney diseases,2019,Argentina,10.6
Benign prostatic hyperplasia,2019,Argentina,0.6
Urolithiasis,2019,Argentina,0
Other urinary diseases,2019,Argentina,1.9
Rheumatoid arthritis,2019,Argentina,0.2
Osteoarthritis,2019,Argentina,0.1
Gout,2019,Argentina,0
Back and neck pain,2019,Argentina,0.1
Other musculoskeletal disorders,2019,Argentina,0.6
Neural tube defects,2019,Argentina,0.7
Cleft lip and cleft palate,2019,Argentina,0
Down syndrome,2019,Argentina,0.2
Congenital heart anomalies,2019,Argentina,2.4
Other chromosomal anomalies,2019,Argentina,0.2
Other congenital anomalies,2019,Argentina,5.8
Road injury,2019,Argentina,17.5
Poisonings,2019,Argentina,0.6
Falls,2019,Argentina,1
"Fire, heat and hot substances",2019,Argentina,0.5
Drowning,2019,Argentina,0.7
Exposure to mechanical forces,2019,Argentina,1
Other unintentional injuries,2019,Argentina,7.6
Self-harm,2019,Argentina,2.7
Interpersonal violence,2019,Argentina,3.6
Collective violence and legal intervention,2019,Argentina,0
Tuberculosis,2019,Armenia,0.1
STDs excluding HIV,2019,Armenia,0
HIV/AIDS,2019,Armenia,0.2
Diarrhoeal diseases,2019,Armenia,0.5
Childhood-cluster diseases,2019,Armenia,0
Meningitis,2019,Armenia,0.1
Encephalitis,2019,Armenia,0
Hepatitis,2019,Armenia,0.7
